,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Sr.No,Roundÿ??,Instituteÿ??,Programÿ??,Streamÿ??,Quotaÿ??,Categoryÿ??,Seat Genderÿ??,Opening Rankÿ??,Closing Rankÿ??,Remarkÿ??
73,Round 1,GREATER NOIDA COLLEGE,Computer Science & Engineering,B.E./B. Tech (Lateral Entry),Home State,OPEN,Both Male and Female Seats,46882,199778,Fresh Only
74,Round 1,"ESHAN COLLEGE OF MANAGEMENT,MATHURA",BBA,BBA/BMS,Home State,OPEN(GIRL),Female Seats,386987,386987,Fresh Only
75,Round 1,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Civil Engineering,B.E./B. Tech (Lateral Entry),Home State,BC,Both Male and Female Seats,75993,75993,Fresh Only
76,Round 1,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Civil Engineering,B.E./B. Tech (Lateral Entry),Home State,OPEN,Both Male and Female Seats,57177,57984,Fresh Only
77,Round 1,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Civil Engineering,B.E./B. Tech (Lateral Entry),Home State,SC,Both Male and Female Seats,91977,91977,Fresh Only
78,Round 1,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Civil Engineering,B.E./B. Tech (Lateral Entry),Home State,ST,Both Male and Female Seats,164285,164285,Fresh Only
79,Round 1,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Electrical Engineering,B.E./B. Tech (Lateral Entry),Home State,BC,Both Male and Female Seats,58618,58618,Fresh Only
80,Round 1,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Electrical Engineering,B.E./B. Tech (Lateral Entry),Home State,EWS(OPEN),Both Male and Female Seats,64143,64143,Fresh Only
81,Round 1,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Electrical Engineering,B.E./B. Tech (Lateral Entry),Home State,OPEN(GIRL),Female Seats,91987,91987,Fresh Only
82,Round 1,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Electrical Engineering,B.E./B. Tech (Lateral Entry),Home State,OPEN,Both Male and Female Seats,29566,54370,Fresh Only
83,Round 1,UTTAR PRADESH INSTITUTE OF DESIGN & RESEARCH,Bachelor of Design,B.Des,Home State,OPEN(GIRL),Female Seats,85394,323647,Fresh Only
84,Round 1,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Electrical Engineering,B.E./B. Tech (Lateral Entry),Home State,SC,Both Male and Female Seats,103001,103001,Fresh Only
85,Round 1,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Electronics Engineering,B.E./B. Tech (Lateral Entry),Home State,BC,Both Male and Female Seats,103003,103003,Fresh Only
86,Round 1,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Electronics Engineering,B.E./B. Tech (Lateral Entry),Home State,EWS(OPEN),Both Male and Female Seats,137748,137748,Fresh Only
87,Round 1,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Electronics Engineering,B.E./B. Tech (Lateral Entry),Home State,OPEN(GIRL),Female Seats,175855,175855,Fresh Only
88,Round 1,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Electronics Engineering,B.E./B. Tech (Lateral Entry),Home State,OPEN,Both Male and Female Seats,68010,90713,Fresh Only
89,Round 1,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Computer Science & Engineering,B.E./B. Tech (Lateral Entry),Home State,BC,Both Male and Female Seats,33482,43333,Fresh Only
90,Round 1,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Computer Science & Engineering,B.E./B. Tech (Lateral Entry),Home State,EWS(GL),Female Seats,76414,76414,Fresh Only
91,Round 1,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Computer Science & Engineering,B.E./B. Tech (Lateral Entry),Home State,OPEN(GIRL),Female Seats,13086,13086,Fresh Only
92,Round 1,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Computer Science & Engineering,B.E./B. Tech (Lateral Entry),Home State,OPEN,Both Male and Female Seats,11722,15267,Fresh Only
93,Round 1,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Computer Science & Engineering,B.E./B. Tech (Lateral Entry),Home State,SC(Girl),Female Seats,216427,216427,Fresh Only
94,Round 1,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Computer Science & Engineering,B.E./B. Tech (Lateral Entry),Home State,SC,Both Male and Female Seats,57807,57807,Fresh Only
95,Round 1,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Civil Engineering,B.E./B. Tech (Lateral Entry),Home State,BC(Girl),Female Seats,105696,105696,Fresh Only
96,Round 1,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Civil Engineering,B.E./B. Tech (Lateral Entry),Home State,BC,Both Male and Female Seats,81629,81629,Fresh Only
97,Round 1,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Civil Engineering,B.E./B. Tech (Lateral Entry),Home State,OPEN(GIRL),Female Seats,80822,80822,Fresh Only
98,Round 1,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Civil Engineering,B.E./B. Tech (Lateral Entry),Home State,OPEN,Both Male and Female Seats,31938,73344,Fresh Only
99,Round 1,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Civil Engineering,B.E./B. Tech (Lateral Entry),Home State,SC(Girl),Female Seats,104703,104703,Fresh Only
100,Round 1,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Civil Engineering,B.E./B. Tech (Lateral Entry),Home State,SC,Both Male and Female Seats,104366,104366,Fresh Only
101,Round 1,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Information Technology,B.E./B. Tech (Lateral Entry),Home State,BC,Both Male and Female Seats,87345,94057,Fresh Only
102,Round 1,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Information Technology,B.E./B. Tech (Lateral Entry),Home State,EWS(OPEN),Both Male and Female Seats,93386,93386,Fresh Only
103,Round 1,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Information Technology,B.E./B. Tech (Lateral Entry),Home State,OPEN(GIRL),Female Seats,65186,65186,Fresh Only
104,Round 1,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Information Technology,B.E./B. Tech (Lateral Entry),Home State,OPEN,Both Male and Female Seats,72117,73437,Fresh Only
105,Round 1,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Electrical Engineering,B.E./B. Tech (Lateral Entry),Home State,BC,Both Male and Female Seats,56480,56480,Fresh Only
106,Round 1,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Electrical Engineering,B.E./B. Tech (Lateral Entry),Home State,OPEN,Both Male and Female Seats,39862,52410,Fresh Only
107,Round 1,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Electrical Engineering,B.E./B. Tech (Lateral Entry),Home State,SC,Both Male and Female Seats,115155,115155,Fresh Only
108,Round 1,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Mechanical Engineering,B.E./B. Tech (Lateral Entry),Home State,BC,Both Male and Female Seats,89688,104137,Fresh Only
109,Round 1,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Mechanical Engineering,B.E./B. Tech (Lateral Entry),Home State,OPEN,Both Male and Female Seats,43440,45250,Fresh Only
110,Round 1,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Computer Science & Engineering,B.E./B. Tech (Lateral Entry),Home State,BC(Girl),Female Seats,60894,60894,Fresh Only
111,Round 1,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Computer Science & Engineering,B.E./B. Tech (Lateral Entry),Home State,BC,Both Male and Female Seats,40700,40700,Fresh Only
112,Round 1,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Computer Science & Engineering,B.E./B. Tech (Lateral Entry),Home State,EWS(OPEN),Both Male and Female Seats,76606,76606,Fresh Only
113,Round 1,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Computer Science & Engineering,B.E./B. Tech (Lateral Entry),Home State,OPEN(GIRL),Female Seats,13591,13591,Fresh Only
114,Round 1,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Computer Science & Engineering,B.E./B. Tech (Lateral Entry),Home State,OPEN,Both Male and Female Seats,21066,26093,Fresh Only
115,Round 1,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Computer Science & Engineering,B.E./B. Tech (Lateral Entry),Home State,SC,Both Male and Female Seats,137129,137129,Fresh Only
116,Round 1,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Electrical Engineering,B.E./B. Tech (Lateral Entry),Home State,BC,Both Male and Female Seats,34186,34186,Fresh Only
117,Round 1,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Electrical Engineering,B.E./B. Tech (Lateral Entry),Home State,OPEN,Both Male and Female Seats,25827,28304,Fresh Only
118,Round 1,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Electrical Engineering,B.E./B. Tech (Lateral Entry),Home State,SC(Girl),Female Seats,234675,234675,Fresh Only
119,Round 1,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Electrical Engineering,B.E./B. Tech (Lateral Entry),Home State,SC,Both Male and Female Seats,142340,142340,Fresh Only
120,Round 1,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Electronics Engineering,B.E./B. Tech (Lateral Entry),Home State,BC(Girl),Female Seats,233538,233538,Fresh Only
121,Round 1,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Electronics Engineering,B.E./B. Tech (Lateral Entry),Home State,BC,Both Male and Female Seats,112072,112072,Fresh Only
122,Round 1,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Electronics Engineering,B.E./B. Tech (Lateral Entry),Home State,EWS(OPEN),Both Male and Female Seats,108948,108948,Fresh Only
123,Round 1,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Electronics Engineering,B.E./B. Tech (Lateral Entry),Home State,OPEN(GIRL),Female Seats,160397,160397,Fresh Only
124,Round 1,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Electronics Engineering,B.E./B. Tech (Lateral Entry),Home State,OPEN,Both Male and Female Seats,75318,77688,Fresh Only
125,Round 1,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Computer Science & Engineering,B.E./B. Tech (Lateral Entry),Home State,BC(Girl),Female Seats,49834,49834,Fresh Only
126,Round 1,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Computer Science & Engineering,B.E./B. Tech (Lateral Entry),Home State,BC,Both Male and Female Seats,28649,28649,Fresh Only
